HiggsM,DNN_score,DPhi_jj,OO1
128169.73,-3.4286993,2.5313082,0.01816696
127636.35,-1.566294,2.2276957,0.34972328
121807.73,0.2775773,0.9867934,-0.25386518
131698.44,-1.2336056,3.1067042,-0.30593204
123640.164,0.5422307,2.998403,-0.068077676
129286.266,-3.156696,2.7913337,0.59828717
127089.51,-4.144065,2.4157662,-0.0029298614
121815.45,-3.3453162,0.38856304,-0.12189576
130999.9,-1.2465088,2.7628,1.3762848
118302.33,-2.9766352,2.1663723,-0.3169123
124078.375,-1.5279009,3.050162,0.0091415215
116224.75,0.111861125,2.051696,0.13478354
124801.44,-4.040447,0.35708678,0.08748479
116938.51,0.5724297,0.15042019,0.018984603
132562.14,-2.732128,1.8789568,-0.11119497
115273.336,-2.4251103,2.8583882,-0.51372397
134810.56,-1.3381103,2.408071,0.16651055
131816.3,0.75724375,1.8886569,0.13017817
131431.56,-3.417708,2.6009955,-0.10855795
122350.58,-1.2610427,1.9511763,0.05045465
115137.74,-2.2579093,1.413626,0.19068386
126700.82,-2.0183136,2.955707,-0.09676862
120552.52,-2.6801758,0.011674881,-0.23512366
122918.12,-0.632625,0.59406346,-0.8843815
131105.8,-4.0282283,3.0508466,0.14201795
124325.07,0.53832835,2.12843,0.06826599
130340.08,-2.8576488,2.534136,0.24466613
131085.56,-2.4507713,3.0527923,-1.1294442
122644.86,-2.3354042,2.1461644,0.45066923
132527.0,-0.9018377,2.5394094,-0.1653105
132370.95,3.2012436,0.18503523,-0.14732073
116283.26,-2.2266636,2.225847,-0.11810446
130834.66,-1.6669339,1.5188491,-0.23929368
121498.14,-1.995262,2.6701832,0.1184916
121497.26,-1.5465025,2.2535195,-0.066781536
133869.33,-2.2037163,0.7464465,0.14204659
124872.95,0.9381651,2.853229,0.035298124
121785.3,-1.8062114,2.869691,0.01242875
124792.71,-1.4436259,2.9636688,0.041464668
115934.945,-1.1692594,0.7790165,0.11692421
115784.07,0.70955426,3.090261,0.021454373
122811.99,-0.9296361,0.4260615,-0.10972104
128362.22,-0.15882275,3.1248136,-0.084597625
133553.83,-2.4953766,2.6641948,0.2221024
127211.32,-2.266706,2.4082034,-0.0014050326
